Station_ID	Tide_Amp (ft)	calendar_year	min_date	max_date	90th%Upper_water_level (ft NAVD88)	10%thLower_water_level (ft NAVD88)	avg_water_level (ft NAVD88)	avg_flooding (ft)	90%thUpper_flooding (ft)	10%thLower_flooding (ft)	GEOID	std_deviation_water_level(ft NAVD88)	std_deviation_avg_flooding (ft)
CRMS0225-H01	0.3265119	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.69	0.45	1.13	0.2	0.75	-0.49	GEOID99   	0.54	0.54
CRMS0225-H01	0.3376204	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.83	0.68	1.29	0.36	0.89	-0.25	GEOID99   	0.46	0.46
CRMS0226-H01	0.6110777	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.66	0.18	0.94	-0.53	0.2	-1.29	GEOID99   	0.58	0.58
CRMS0226-H01	0.6016842	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.9	0.37	1.2	-0.27	0.44	-1.1	GEOID99   	0.7	0.7
CRMS0226-H01	0.5823294	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.86	0.16	1.07	-0.4	0.4	-1.3	GEOID99   	0.65	0.65
CRMS0226-H01	0.5564813	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.79	0.48	1.18	-0.29	0.32	-0.99	GEOID99   	0.53	0.53
CRMS0232-H01	0.5417399	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.62	0.17	0.91	-0.04	0.67	-0.78	GEOID99   	0.55	0.55
CRMS0232-H01	0.5575923	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.73	0.2	1	0.05	0.78	-0.74	GEOID99   	0.7	0.7
CRMS0232-H01	0.5413054	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.78	0.33	1.07	0.12	0.84	-0.62	GEOID99   	0.58	0.58
CRMS0232-H01	0.5110238	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.75	0.08	0.96	0.01	0.8	-0.86	GEOID99   	0.63	0.63
CRMS0232-H01	0.4919048	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.5	0.14	0.86	-0.08	0.55	-0.8	GEOID99   	0.58	0.58
CRMS0232-H01	0.5132256	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.66	0.4	1.07	0.12	0.72	-0.54	GEOID99   	0.51	0.51
CRMS0234-H01	0.002072089	2008	1/17/2008 10:00:00 AM	12/31/2008 11:00:00 PM	2.03	1.42	1.72	1.69	2	1.39	GEOID99   	0.35	0.35
CRMS0234-H01	0.002060767	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.02	1.29	1.65	1.62	1.99	1.27	GEOID99   	0.29	0.29
CRMS0234-H01	0.001758114	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	2.08	1.47	1.8	1.77	2.05	1.45	GEOID99   	0.23	0.23
CRMS0234-H01	0.01020455	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.98	1.27	1.63	1.61	1.95	1.24	GEOID99   	0.35	0.35
CRMS0237-H01	0.7587974	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.97	0.29	1.15	0.04	0.85	-0.82	GEOID99   	0.65	0.65
CRMS0237-H01	0.6447526	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.84	0.11	1.01	-0.1	0.73	-1	GEOID99   	0.65	0.65
CRMS0237-H01	0.5967423	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.64	0.23	0.98	-0.13	0.53	-0.89	GEOID99   	0.59	0.59
CRMS0237-H01	0.6428746	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.81	0.43	1.16	0.05	0.7	-0.68	GEOID99   	0.56	0.56
CRMS0241-W01	0.000927197	2008	3/12/2008 2:00:00 PM	12/31/2008 11:00:00 PM	2.48	1.97	2.23	1.26	1.51	1.001	GEOID99   	0.25	0.25
CRMS0241-W01	0.002628827	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.43	1.7	2.05	1.08	1.46	0.74	GEOID99   	0.29	0.29
CRMS0241-W01	0.001344617	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	2.39	1.73	2.03	1.07	1.42	0.76	GEOID99   	0.28	0.28
CRMS0241-W01	0.003410642	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	2.2	1.01	1.77	0.8	1.23	0.04	GEOID99   	0.46	0.46
CRMS0241-W01	0.002714351	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2.6	1.79	2.14	1.17	1.63	0.82	GEOID99   	0.33	0.33
CRMS0248-H01	0.2143972	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.88	0.55	1.23	0.06	0.71	-0.62	GEOID99   	0.52	0.52
CRMS0248-H01	0.2353408	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.87	0.3	1.13	-0.04	0.7	-0.87	GEOID99   	0.6	0.6
CRMS0248-H01	0.2220835	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.59	0.43	1.07	-0.1	0.42	-0.74	GEOID99   	0.52	0.52
CRMS0248-H01	0.227593	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.75	0.66	1.24	0.07	0.58	-0.52	GEOID99   	0.53	0.53
CRMS0251-H01	0.3945005	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.65	0.41	1.02	0.12	0.74	-0.49	GEOID99   	0.46	0.46
CRMS0251-H01	0.4323629	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.81	0.44	1.14	0.23	0.9	-0.47	GEOID99   	0.67	0.67
CRMS0251-H01	0.4380597	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.78	0.5	1.14	0.23	0.88	-0.41	GEOID99   	0.5	0.5
CRMS0251-H01	0.3754448	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.8	0.32	1.08	0.17	0.9	-0.59	GEOID99   	0.56	0.56
CRMS0251-H01	0.3921614	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.55	0.34	0.99	0.08	0.64	-0.57	GEOID99   	0.5	0.5
CRMS0251-H01	0.4329605	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.68	0.54	1.14	0.23	0.78	-0.36	GEOID99   	0.47	0.47
CRMS0253-H01	0.3311662	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.55	0.3	0.92	-0.21	0.42	-0.83	GEOID99   	0.47	0.47
CRMS0253-H01	0.3357882	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.63	0.34	1.04	-0.09	0.5	-0.79	GEOID99   	0.62	0.62
CRMS0253-H01	0.3195527	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.72	0.4	1.08	-0.05	0.59	-0.73	GEOID99   	0.51	0.51
CRMS0253-H01	0.2824346	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.7	0.24	0.99	-0.14	0.57	-0.89	GEOID99   	0.55	0.55
CRMS0253-H01	0.3065998	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.44	0.27	0.91	-0.22	0.31	-0.86	GEOID99   	0.5	0.5
CRMS0253-H01	0.3466363	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.6	0.48	1.07	-0.06	0.47	-0.65	GEOID99   	0.53	0.53
CRMS0258-H01	0.3297558	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.75	0.38	1.14	0.07	0.68	-0.69	GEOID99   	0.6	0.6
CRMS0258-H01	0.3277726	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.82	0.39	1.14	0.07	0.762	-0.69	GEOID99   	0.55	0.56
CRMS0258-H01	0.3654001	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.85	0.24	1.09	0.05	0.802	-0.808	GEOID99   	0.61	0.61
CRMS0258-H01	0.3470954	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.63	0.4	1.07	0.03	0.582	-0.648	GEOID99   	0.53	0.53
CRMS0258-H01	0.3602406	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.72	0.61	1.19	0.14	0.672	-0.44	GEOID99   	0.45	0.45
CRMS0260-H01	0.3296112	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.81	0.48	1.22	-0.01	0.58	-0.75	GEOID99   	0.6	0.6
CRMS0260-H01	0.3609347	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.93	0.51	1.26	0.03	0.7	-0.72	GEOID99   	0.56	0.56
CRMS0260-H01	0.375124	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.87	0.3	1.13	-0.1	0.64	-0.93	GEOID99   	0.61	0.61
CRMS0260-H01	0.3731445	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.65	0.33	1.06	-0.17	0.42	-0.9	GEOID99   	0.57	0.57
CRMS0260-H01	0.3738299	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.75	0.59	1.23	0	0.52	-0.64	GEOID99   	0.6	0.6
CRMS0261-H01	0.2393546	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.84	0.55	1.26	0.14	0.72	-0.56	GEOID99   	0.61	0.61
CRMS0261-H01	0.2468653	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.88	0.54	1.23	0.11	0.76	-0.58	GEOID99   	0.53	0.52
CRMS0261-H01	0.2525933	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.84	0.28	1.1	-0.03	0.72	-0.86	GEOID99   	0.6	0.6
CRMS0261-H01	0.2382318	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.55	0.37	1.03	-0.09	0.44	-0.76	GEOID99   	0.52	0.53
CRMS0261-H01	0.2552602	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.72	0.59	1.19	0.07	0.61	-0.52	GEOID99   	0.52	0.52
CRMS0263-H01	0.331615	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.84	0.32	1.17	-0.05	0.62	-0.9	GEOID99   	0.68	0.68
CRMS0263-H01	0.3555999	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.86	0.43	1.18	-0.04	0.646	-0.79	GEOID99   	0.56	0.56
CRMS0263-H01	0.3645321	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.89	0.21	1.1	-0.11	0.676	-1.004	GEOID99   	0.64	0.64
CRMS0263-H01	0.3654456	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.63	0.35	1.06	-0.15	0.416	-0.864	GEOID99   	0.56	0.56
CRMS0263-H01	0.3578076	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.74	0.57	1.19	-0.02	0.526	-0.644	GEOID99   	0.49	0.49
CRMS0268-M01	0.004555832	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.89	0.79	1.33	-0.62	-0.16	-1.02	GEOID99   	0.42	0.31
CRMS0268-M01	0.006397884	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	2.06	0.86	1.45	-0.55	-0.02	-1	GEOID99   	0.49	0.42
CRMS0268-M01	0.01314678	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.14	0.79	1.49	-0.58	0.01	-1.17	GEOID99   	0.62	0.57
CRMS0268-M01	0.005884642	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	2.15	0.64	1.41	-0.21	0.57	-0.73	GEOID99   	0.56	0.5
CRMS0268-M01	0.01166075	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.68	0.6	1.2	-0.14	0.24	-0.59	GEOID99   	0.48	0.35
CRMS0268-M01	0.007390503	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2.3	0.84	1.54	0.29	0.97	-0.25	GEOID99   	0.58	0.48
CRMS0272-H01	0.8112448	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.94	0.24	1.11	0.39	1.21	-0.48	GEOID99   	0.7	0.7
CRMS0272-H01	0.8169212	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.07	0.37	1.23	0.51	1.34	-0.36	GEOID99   	0.66	0.66
CRMS0272-H01	0.7903205	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	2.11	0.38	1.24	0.51	1.39	-0.35	GEOID99   	0.66	0.66
CRMS0272-H01	0.7473535	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.84	0.35	1.11	0.39	1.11	-0.38	GEOID99   	0.6	0.6
CRMS0272-H01	0.7713144	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.98	0.46	1.25	0.53	1.25	-0.27	GEOID99   	0.62	0.62
CRMS0273-M01	0.01502042	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.81	1.07	1.43	0.15	0.53	-0.17	GEOID99   	0.29	0.26
CRMS0273-M01	0.01034165	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.95	1.31	1.6	0.34	0.75	0.02	GEOID99   	0.38	0.35
CRMS0273-M01	0.01617063	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.04	1.11	1.53	0.29	0.81	-0.17	GEOID99   	0.35	0.37
CRMS0273-M01	0.01472636	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.99	1.22	1.54	0.32	0.79	-0.02	GEOID99   	0.32	0.34
CRMS0273-M01	0.01524341	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.59	1.18	1.38	0.16	0.4	-0.06	GEOID99   	0.28	0.23
CRMS0273-M01	0.01755292	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.88	1.22	1.51	0.31	0.68	0.02	GEOID99   	0.35	0.3
CRMS0276-H01	0.2187743	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.05	0.81	1.43	0.23	0.85	-0.39	GEOID99   	0.47	0.47
CRMS0276-H01	0.1821306	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.99	0.66	1.34	0.14	0.79	-0.54	GEOID99   	0.51	0.51
CRMS0276-H01	0.2236199	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.73	0.67	1.25	0.05	0.53	-0.53	GEOID99   	0.47	0.47
CRMS0276-H01	0.2369862	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.84	0.87	1.37	0.17	0.64	-0.33	GEOID99   	0.39	0.39
CRMS0278-M01	0.04332648	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.74	0.49	1.16	0.05	0.54	-0.4	GEOID99   	0.55	0.43
CRMS0278-M01	0.08261859	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.77	0.34	1.12	0.11	0.69	-0.43	GEOID99   	0.5	0.41
CRMS0278-M01	0.04495243	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.77	0.4	1.07	0.08	0.68	-0.41	GEOID99   	0.54	0.44
CRMS0278-M01	0.02461563	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.45	0.43	1	-0.04	0.33	-0.39	GEOID99   	0.45	0.3
CRMS0278-M01	0.03611813	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.61	0.65	1.15	0.1	0.5	-0.26	GEOID99   	0.44	0.31
CRMS0282-H01	0.6314194	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.91	0.33	1.19	0.04	0.77	-0.82	GEOID99   	0.69	0.69
CRMS0282-H01	0.6593974	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.95	0.32	1.17	0.03	0.82	-0.83	GEOID99   	0.65	0.65
CRMS0282-H01	0.6487572	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.97	0.19	1.11	-0.02	0.84	-0.94	GEOID99   	0.68	0.68
CRMS0282-H01	0.5979941	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.77	0.29	1.08	-0.05	0.64	-0.84	GEOID99   	0.61	0.61
CRMS0282-H01	0.5773168	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.9	0.52	1.27	0.14	0.77	-0.61	GEOID99   	0.65	0.65
CRMS0287-M01	0.03173551	2008	2/1/2008 3:00:00 PM	12/31/2008 11:00:00 PM	1.87	1.03	1.5	0.21	0.53	-0.14	GEOID99   	0.47	0.26
CRMS0287-M01	0.07197247	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.86	0.95	1.35	0.14	0.66	-0.27	GEOID99   	0.37	0.38
CRMS0287-M01	0.02772509	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.87	0.79	1.31	0.09	0.62	-0.36	GEOID99   	0.43	0.37
CRMS0287-M01	0.0182943	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.59	0.84	1.25	0.06	0.4	-0.26	GEOID99   	0.38	0.27
CRMS0287-M01	0.03737905	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.68	0.94	1.31	0.12	0.47	-0.17	GEOID99   	0.33	0.26
CRMS0290-M01	0.1184872	2008	1/17/2008 3:00:00 PM	12/31/2008 11:00:00 PM	2.34	0.84	1.64	0.65	1.36	-0.04	GEOID99   	0.61	0.51
CRMS0290-M01	0.1094872	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.25	1.01	1.68	0.55	0.92	0.1	GEOID99   	0.47	0.33
CRMS0290-M01	0.1317044	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	2.05	0.93	1.55	0.26	0.58	-0.13	GEOID99   	0.46	0.29
CRMS0290-M01	0.1666352	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	2.41	0.61	1.54	0.23	0.95	-0.38	GEOID99   	0.67	0.5
CRMS0292-H01	0.9058805	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.59	-0.09	0.77	-0.32	0.5	-1.18	GEOID99   	0.64	0.64
CRMS0292-H01	0.9545449	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.78	0.02	0.93	-0.16	0.7	-1.07	GEOID99   	0.72	0.72
CRMS0292-H01	0.9591112	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.82	0.07	0.97	-0.33	0.74	-1.3	GEOID99   	0.69	1.16
CRMS0292-H01	0.9144849	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.81	0.05	0.93	-0.15	0.72	-1.04	GEOID99   	0.68	0.68
CRMS0292-H01	0.8813981	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.59	0.01	0.84	-0.25	0.5	-1.08	GEOID99   	0.62	0.62
CRMS0292-H01	0.8333371	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.74	0.25	1.04	-0.05	0.65	-0.83	GEOID99   	0.6	0.6
CRMS0293-H01	0.5048127	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.5	0.17	0.85	-0.57	0.09	-1.25	GEOID99   	0.5	0.5
CRMS0293-H01	0.4941991	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.59	0.3	1	-0.42	0.18	-1.12	GEOID99   	0.62	0.62
CRMS0293-H01	0.5118642	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.57	0.23	0.91	-0.51	0.15	-1.19	GEOID99   	0.53	0.53
CRMS0293-H01	0.4588542	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.66	0.26	0.95	-0.46	0.24	-1.15	GEOID99   	0.55	0.55
CRMS0293-H01	0.4888103	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.36	0.2	0.81	-0.61	-0.06	-1.22	GEOID99   	0.5	0.5
CRMS0293-H01	0.4626832	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.54	0.37	0.98	-0.43	0.13	-1.04	GEOID99   	0.46	0.46
CRMS0294-M01	0.1246839	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.81	0.95	1.39	-0.09	0.24	-0.35	GEOID99   	0.33	0.24
CRMS0294-M01	0.07560943	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	2.32	1.05	1.73	0.18	0.73	-0.19	GEOID99   	0.55	0.37
CRMS0294-M01	0.06087884	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.04	-0.25	1.24	0.25	0.78	-0.56	GEOID99   	0.68	0.49
CRMS0294-M01	0.0982306	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.45	0.45	1	0.29	0.64	0.05	GEOID99   	0.41	0.25
CRMS0294-M01	0.1166665	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.32	0.13	0.79	0.18	0.54	-0.23	GEOID99   	0.48	0.31
CRMS0294-M01	0.1197467	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.3	0.46	0.87	0.22	0.51	-0.01	GEOID99   	0.33	0.21
CRMS0296-M01	0.004214972	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.73	1.08	1.38	0.04	0.4	-0.23	GEOID99   	0.26	0.25
CRMS0296-M01	0.007734563	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.91	0.8	1.43	0.16	0.58	-0.39	GEOID99   	0.4	0.36
CRMS0296-M01	0.0539037	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.89	0.88	1.41	0.07	0.4	-0.28	GEOID99   	0.42	0.26
CRMS0296-M01	0.1191643	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.92	0.67	1.37	-0.03	0.25	-0.33	GEOID99   	0.5	0.26
CRMS0296-M01	0.1198223	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2.08	0.94	1.48	0.22	0.57	-0.11	GEOID99   	0.46	0.27
CRMS0301-M01	0.4033458	2008	1/17/2008 2:00:00 PM	12/31/2008 11:00:00 PM	2.45	0.63	1.6	0.08	0.64	-0.33	GEOID99   	0.73	0.42
CRMS0301-M01	0.4066884	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.25	0.8	1.58	0.1	0.64	-0.34	GEOID99   	0.56	0.37
CRMS0301-M01	0.3963581	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	2.21	0.84	1.58	-0.11	0.26	-0.36	GEOID99   	0.54	0.24
CRMS0301-M01	0.3010848	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	3.03	0.6	1.7	0.38	1.19	-0.2	GEOID99   	0.94	0.58
CRMS0301-M01	0.5055137	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.94	0.7	1.37	0.15	0.38	-0.04	GEOID99   	0.48	0.2
CRMS0302-H01	1.078554	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.8	-0.18	0.85	-0.27	0.68	-1.3	GEOID99   	0.76	0.76
CRMS0302-H01	1.06787	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.83	-0.13	0.9	-0.22	0.71	-1.25	GEOID99   	0.77	0.77
CRMS0302-H01	1.008119	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.97	-0.02	1	-0.12	0.86	-1.14	GEOID99   	0.78	0.78
CRMS0302-H01	0.9455402	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.79	0.02	0.97	-0.15	0.68	-1.09	GEOID99   	0.73	0.73
CRMS0302-H01	0.9121024	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.89	0.18	1.11	-0.01	0.77	-0.94	GEOID99   	0.68	0.68
CRMS0303-H01	0.9395508	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.75	-0.15	0.85	-0.41	0.49	-1.41	GEOID99   	0.73	0.73
CRMS0303-H01	0.9259193	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.8	-0.11	0.94	-0.32	0.54	-1.37	GEOID99   	0.83	0.83
CRMS0303-H01	0.9239503	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.1	0.01	1.1	-0.16	0.84	-1.25	GEOID99   	0.88	0.88
CRMS0303-H01	0.8718362	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.96	-0.02	1.01	-0.25	0.7	-1.28	GEOID99   	0.84	0.84
CRMS0303-H01	0.846515	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.63	-0.09	0.85	-0.41	0.37	-1.35	GEOID99   	0.7	0.7
CRMS0303-H01	0.8186352	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.78	0.09	1.01	-0.25	0.52	-1.16	GEOID99   	0.67	0.67
CRMS0305-H01	0.9419761	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.68	-0.21	0.78	-0.59	0.31	-1.58	GEOID99   	0.72	0.72
CRMS0305-H01	0.8931512	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.83	-0.09	0.95	-0.42	0.46	-1.46	GEOID99   	0.81	0.81
CRMS0305-H01	0.9128844	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.86	-0.02	0.96	-0.41	0.49	-1.39	GEOID99   	0.74	0.74
CRMS0305-H01	0.8793184	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.92	0.03	0.99	-0.38	0.55	-1.35	GEOID99   	0.74	0.74
CRMS0305-H01	0.8357907	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.74	-0.07	0.9	-0.48	0.37	-1.45	GEOID99   	0.74	0.74
CRMS0305-H01	0.8541706	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.78	-0.06	0.93	-0.45	0.41	-1.43	GEOID99   	0.73	0.73
CRMS0307-H01	0.766784	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.76	0.2	1.01	-0.05	0.7	-0.87	GEOID99   	0.6	0.6
CRMS0307-H01	0.7738941	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.94	0.28	1.15	0.09	0.88	-0.78	GEOID99   	0.65	0.65
CRMS0307-H01	0.758356	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.96	0.21	1.1	0.04	0.89	-0.85	GEOID99   	0.67	0.67
CRMS0307-H01	0.7088733	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.72	0.23	1.03	-0.04	0.66	-0.83	GEOID99   	0.61	0.61
CRMS0307-H01	0.7099776	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.86	0.4	1.19	0.12	0.79	-0.66	GEOID99   	0.59	0.59
